"","subj","cloze","item","n400","cloze_ans","N"
"605",8,0,63,-6.11,0,44
"606",8,0.23,66,-8.09,10,44
"607",8,0.8,73,0.05,35,44
"608",8,0.77,64,9.45,34,44
"609",8,0,80,-2.85,0,44
"610",8,0.34,61,16.46,15,44
"611",8,0,67,19.39,0,44
"612",8,0.93,69,2.15,41,44
"613",8,0.57,70,8.34,25,44
"614",8,0,72,-11.31,0,44
"615",8,0.97,78,31.56,43,44
"616",8,0.7,62,4.49,31,44
"617",9,1,12,-5.29,44,44
"618",9,0.03,10,-10.95,1,44
"619",9,0.93,16,8.67,41,44
"620",9,1,19,2.45,44,44
"621",9,0,18,3.23,0,44
"622",9,1,3,-0.99,44,44
"623",9,0,6,-3.1,0,44
"624",9,0.8,7,0.02,35,44
"625",9,0,13,1.1,0,44
"626",9,0,17,2.49,0,44
"627",9,0.93,4,18.8,41,44
"628",9,0,14,-5.72,0,44
"629",9,0.9,15,5.48,40,44
"630",9,0.03,9,-6.49,1,44
"631",9,0.97,8,15.29,43,44
"632",9,0,1,-12.38,0,44
"633",9,0,5,2.08,0,44
"634",9,0.03,2,-5.84,1,44
"635",9,0.87,11,10.01,38,44
"636",9,0.9,20,-11.54,40,44
"637",9,0.27,28,-0.56,12,44
"638",9,0,30,10.93,0,44
"639",9,0.3,34,1.59,13,44
"640",9,0.97,27,13.68,43,44
"641",9,0.77,36,7.41,34,44
"642",9,0,38,-12.61,0,44
"643",9,0.17,22,12.02,7,44
"644",9,0.77,31,5.83,34,44
"645",9,0.9,29,3.45,40,44
"646",9,0.9,29,3.45,40,44
"647",9,0.93,24,3.18,41,44
"648",9,0,25,0.03,0,44
"649",9,0,26,14.71,0,44
"650",9,0,33,14.83,0,44
"651",9,0.03,21,-0.35,1,44
"652",9,0.97,35,-3.49,43,44
"653",9,0.93,23,-9.89,41,44
"654",9,0.8,32,-13.09,35,44
"655",9,0.93,40,11.14,41,44
"656",9,0,37,-2.99,0,44
"657",9,0.97,39,8.28,43,44
"658",9,0.9,44,1.68,40,44
"659",9,0.17,45,31.92,7,44
"660",9,0.9,60,13.78,40,44
"661",9,1,47,-21.25,44,44
"662",9,0.03,50,23.81,1,44
"663",9,0.3,54,-0.4,13,44
"664",9,0.5,49,-0.43,22,44
"665",9,0.2,46,5.76,9,44
"666",9,0.93,56,9.41,41,44
"667",9,0,57,-11.81,0,44
"668",9,0.93,55,3.66,41,44
"669",9,0.87,48,3.98,38,44
"670",9,0.87,52,1.5,38,44
"671",9,0.9,51,13.05,40,44
"672",9,0.07,53,0.77,3,44
"673",9,0.07,41,4.01,3,44
"674",9,0.73,59,5.5,32,44
"675",9,0.93,43,-13.25,41,44
"676",9,0,58,16.4,0,44
"677",9,0.13,42,3.71,6,44
"678",9,0,74,0.14,0,44
"679",9,0.07,66,0.75,3,44
"680",9,0.9,72,0.22,40,44
"681",9,0.83,63,-5.77,37,44
"682",9,0.9,71,-18.07,40,44
"683",9,0.9,76,-3.6,40,44
"684",9,0.97,80,2.76,43,44
"685",9,0.6,75,-2.01,26,44
"686",9,0.07,65,-6.58,3,44
"687",9,0.5,64,4.62,22,44
"688",9,0.87,67,-11.5,38,44
"689",9,0,69,10.64,0,44
"690",9,0.93,77,-0.65,41,44
"691",9,0.97,79,18.39,43,44
"692",9,0.03,70,9.92,1,44
"693",9,0.07,73,12.05,3,44
"694",9,0,61,5.41,0,44
"695",9,0.83,78,11.68,37,44
"696",9,0.27,68,9.32,12,44
"697",10,0,5,-11.89,0,44
"698",10,0.03,2,-22.5,1,44
"699",10,0.93,16,1.42,41,44
"700",10,0.9,20,20.97,40,44
"701",10,0,18,-0.07,0,44
"702",10,0.87,11,-14.9,38,44
"703",10,0.97,8,2.91,43,44
"704",10,1,19,-1.13,44,44
"705",10,0,14,1.76,0,44
"706",10,1,12,-0.81,44,44
"707",10,0.03,10,-1.76,1,44
"708",10,0.8,7,2.94,35,44
"709",10,0.03,9,10.52,1,44
"710",10,0.93,4,-2.72,41,44
"711",10,1,3,33.78,44,44
"712",10,0,1,8.68,0,44
"713",10,0.9,15,4.22,40,44
"714",10,0,13,-0.81,0,44
"715",10,0,17,5.17,0,44
"716",10,0.77,36,9.93,34,44
"717",10,0.93,24,0.49,41,44
"718",10,0.17,22,-14.64,7,44
"719",10,0.93,40,16.89,41,44
"720",10,0.93,23,1.24,41,44
"721",10,0.9,29,-1.82,40,44
"722",10,0.9,29,-1.82,40,44
"723",10,0.8,32,7.44,35,44
"724",10,0,33,2.38,0,44
"725",10,0,37,-12.17,0,44
"726",10,0.27,28,2.9,12,44
"727",10,0,30,-0.05,0,44
"728",10,0.97,27,19.15,43,44
"729",10,0.97,35,8.53,43,44
"730",10,0.3,34,-1.54,13,44
"731",10,0,38,-5.14,0,44
"732",10,0.97,39,13.26,43,44
"733",10,0.77,31,25.16,34,44
"734",10,0,25,18.8,0,44
"735",10,0,26,6.5,0,44
"736",10,0.03,21,-5.3,1,44
"737",10,0.13,42,10.64,6,44
"738",10,0.9,51,6.13,40,44
"739",10,0.07,41,12.66,3,44
"740",10,0,58,14.47,0,44
"741",10,0.07,53,5.58,3,44
"742",10,0.93,56,5.89,41,44
"743",10,1,47,12.05,44,44
"744",10,0.3,54,17.28,13,44
"745",10,0.03,50,-1.1,1,44
"746",10,0.17,45,2.71,7,44
"747",10,0.5,49,2.58,22,44
"748",10,0,57,1.05,0,44
"749",10,0.87,52,-13.22,38,44
"750",10,0.93,43,15.59,41,44
"751",10,0.9,60,10.03,40,44
"752",10,0.87,48,-9.96,38,44
"753",10,0.73,59,-9.77,32,44
"754",10,0.9,44,-6.33,40,44
"755",10,0.2,46,9.27,9,44
"756",10,0.93,55,-9.75,41,44
"757",10,0,74,1.86,0,44
"758",10,0.07,66,1.26,3,44
"759",10,0,69,0.19,0,44
"760",10,0.9,76,17.12,40,44
"761",10,0.93,77,-3.97,41,44
"762",10,0.5,64,7.72,22,44
"763",10,0.97,80,-12.18,43,44
"764",10,0.97,79,10.82,43,44
"765",10,0,62,-3.65,0,44
"766",10,0.6,75,-2.36,26,44
"767",10,0.83,63,-2.96,37,44
"768",10,0.07,73,-6.21,3,44
"769",10,0.83,78,-0.97,37,44
"770",10,0.27,68,-22.49,12,44
"771",10,0,61,0.25,0,44
"772",10,0.07,65,-9.39,3,44
"773",10,0.9,71,1.4,40,44
"774",10,0.9,72,28.2,40,44
"775",11,0.97,1,-3.9,43,44
"776",11,0.13,12,8.56,6,44
"777",11,0,20,9.21,0,44
"778",11,0.97,13,22.04,43,44
"779",11,0.9,14,-11.39,40,44
"780",11,1,2,0.85,44,44
"781",11,0.07,3,3.29,3,44
"782",11,0.07,11,1.51,3,44
"783",11,0.87,18,25.42,38,44
"784",11,0,7,-5.04,0,44
"785",11,0.2,4,2.55,9,44
"786",11,0,16,-11.29,0,44
"787",11,0.93,9,3.16,41,44
"788",11,0.8,10,-20.01,35,44
"789",11,0,15,3.85,0,44
"790",11,0.62,17,6.74,27,44
"791",11,1,6,23.87,44,44
"792",11,0,19,-2.48,0,44
"793",11,0.34,8,22.29,15,44
"794",11,0.93,5,-7.72,41,44
"795",11,0.07,36,3.21,3,44
"796",11,0.9,29,2.49,40,44
"797",11,0.9,29,2.49,40,44
"798",11,0,27,20.53,0,44
"799",11,0.67,28,-0.51,29,44
"800",11,0.8,37,22.37,35,44
"801",11,0,31,1.7,0,44
"802",11,0.03,32,1.73,1,44
"803",11,0.93,38,20.4,41,44
"804",11,0.97,25,7.3,43,44
"805",11,0.4,24,-10.14,18,44
"806",11,0,40,-20.71,0,44
"807",11,0,39,19.11,0,44
"808",11,0.53,22,15.14,23,44
"809",11,0.77,21,2.79,34,44
"810",11,0,35,19.92,0,44
"811",11,0.97,34,-6.68,43,44
"812",11,0.03,23,1.58,1,44
"813",11,0.87,26,10.41,38,44
"814",11,0.53,33,25.31,23,44
"815",11,0.9,30,5.3,40,44
"816",11,0.13,47,8.48,6,44
"817",11,0.67,45,5.29,29,44
"818",11,0.93,53,12.21,41,44
"819",11,1,41,9.96,44,44
"820",11,0.69,57,24.42,30,44
"821",11,0.6,55,3.54,26,44
"822",11,0.63,46,14.13,28,44
"823",11,0,52,8.4,0,44
"824",11,0.4,49,5.72,18,44
"825",11,0.37,42,9.12,16,44
"826",11,0.4,43,16.8,18,44
"827",11,0.73,58,15.52,32,44
"828",11,0,56,2.44,0,44
"829",11,0.03,51,-6.68,1,44
"830",11,0.77,54,-14.9,34,44
"831",11,0.07,59,-1.26,3,44
"832",11,0.47,44,10.09,21,44
"833",11,0,48,-11.33,0,44
"834",11,0.27,60,13.76,12,44
"835",11,0.37,50,20.99,16,44
"836",11,0.77,64,12.46,34,44
"837",11,1,77,6.46,44,44
"838",11,0.8,73,8.64,35,44
"839",11,0,71,17,0,44
"840",11,0.7,62,-18.35,31,44
"841",11,0,79,13.5,0,44
"842",11,0.34,61,4.59,15,44
"843",11,0,75,-8.22,0,44
"844",11,0,67,-0.25,0,44
"845",11,0.93,65,7.08,41,44
"846",11,0.57,70,-0.7,25,44
"847",11,0,63,6.67,0,44
"848",11,0,80,12.84,0,44
"849",11,0.93,69,5.94,41,44
"850",11,0.97,78,5.68,43,44
"851",11,0.1,68,13.79,4,44
"852",11,0,72,-8.68,0,44
"853",11,0,76,-0.09,0,44
"854",11,0.93,74,8.57,41,44
"855",11,0.23,66,0.25,10,44
"856",12,0,18,-8.98,0,44
"857",12,0.03,9,0.51,1,44
"858",12,0,17,1.61,0,44
"859",12,1,3,14.98,44,44
"860",12,0.03,10,8.21,1,44
"861",12,1,12,-3.77,44,44
"862",12,0,6,-12.21,0,44
"863",12,0.9,20,2.41,40,44
"864",12,0.93,16,6.55,41,44
"865",12,0,5,-11.72,0,44
"866",12,0.03,2,13.3,1,44
"867",12,0,13,-0.76,0,44
"868",12,0.87,11,6.52,38,44
"869",12,0.93,4,13.32,41,44
"870",12,0.9,15,10.09,40,44
"871",12,0,14,12.8,0,44
"872",12,0,1,3.47,0,44
"873",12,1,19,18.77,44,44
"874",12,0.97,8,-4.25,43,44
"875",12,0.8,7,7.25,35,44
"876",12,0,38,-12.45,0,44
"877",12,0.93,23,5.14,41,44
"878",12,0.97,27,-3.66,43,44
"879",12,0,30,-0.33,0,44
"880",12,0.93,40,-4.94,41,44
"881",12,0.17,22,2.81,7,44
"882",12,0.97,39,-2.92,43,44
"883",12,0.77,31,-9.87,34,44
"884",12,0,37,13.69,0,44
"885",12,0.97,35,6.58,43,44
"886",12,0.3,34,-6.46,13,44
"887",12,0,26,-1.37,0,44
"888",12,0.9,29,-12.27,40,44
"889",12,0.9,29,-12.27,40,44
"890",12,0.93,24,19.2,41,44
"891",12,0.77,36,-5.07,34,44
"892",12,0.03,21,-2.41,1,44
"893",12,0.27,28,7.33,12,44
"894",12,0,33,-0.89,0,44
"895",12,0,25,14.45,0,44
"896",12,0.8,32,6.81,35,44
"897",12,0,57,4.49,0,44
"898",12,0.07,41,11.84,3,44
"899",12,0.93,55,-0.18,41,44
"900",12,0.2,46,-16.76,9,44
"901",12,0.87,52,-7.97,38,44
"902",12,0.17,45,-1.35,7,44
"903",12,0.9,51,10.55,40,44
"904",12,0.13,42,23.51,6,44
"905",12,0.93,43,-1.47,41,44
"906",12,0.87,48,-11.76,38,44
"907",12,0.3,54,-6.68,13,44
"908",12,0.93,56,-1.13,41,44
"909",12,0.07,53,11.91,3,44
"910",12,0.5,64,4.02,22,44
"911",12,0.93,77,14.79,41,44
"912",12,0.9,72,-5,40,44
"913",12,0.83,63,26.2,37,44
"914",12,0.9,76,15.4,40,44
"915",12,0.97,79,7.41,43,44
"916",12,0.07,73,11.48,3,44
"917",12,0.83,78,-6.01,37,44
"918",12,0.9,71,2.39,40,44
"919",12,0.07,65,23.71,3,44
"920",12,0,61,25.26,0,44
"921",12,0,62,0.81,0,44
"922",12,0.27,68,-9.77,12,44
"923",12,0.07,66,-7.25,3,44
"924",12,0.87,67,12.56,38,44
"925",12,0.03,70,18.1,1,44
"926",12,0.6,75,16.04,26,44
"927",12,0,74,3.66,0,44
"928",12,0,69,-18.15,0,44
"929",12,0.97,80,8.58,43,44
"930",13,0.8,10,-7.5,35,44
"931",13,0,20,17.82,0,44
"932",13,0.97,13,15.26,43,44
"933",13,0.87,18,2.55,38,44
"934",13,0,19,-3.1,0,44
"935",13,0.93,5,28.3,41,44
"936",13,0.07,11,11.18,3,44
"937",13,0.97,1,3.26,43,44
"938",13,0.2,4,13.15,9,44
"939",13,0.07,3,3.66,3,44
"940",13,0.34,8,6.29,15,44
"941",13,0.13,12,0.89,6,44
"942",13,0,16,9.08,0,44
"943",13,1,6,19.84,44,44
"944",13,0,7,9.72,0,44
"945",13,0.62,17,-18.88,27,44
"946",13,1,2,5.33,44,44
"947",13,0.9,14,2.72,40,44
"948",13,0.93,9,13.99,41,44
"949",13,0,15,-10.37,0,44
"950",13,0.9,29,7.68,40,44
"951",13,0.9,29,7.68,40,44
"952",13,0,27,-5.81,0,44
"953",13,0.67,28,10.64,29,44
"954",13,0.87,26,8.01,38,44
"955",13,0.03,32,12.88,1,44
"956",13,0,35,16.36,0,44
"957",13,0,40,-1.86,0,44
"958",13,0.93,38,-2.78,41,44
"959",13,0.53,22,10.14,23,44
"960",13,0.97,25,3.14,43,44
"961",13,0,31,13.57,0,44
"962",13,0.53,33,9.54,23,44
"963",13,0.9,30,12.7,40,44
"964",13,0.97,34,14.97,43,44
"965",13,0.03,23,-0.51,1,44
"966",13,0.4,24,5.63,18,44
"967",13,0,39,7.88,0,44
"968",13,0.77,21,6.9,34,44
"969",13,0.07,36,11.39,3,44
"970",13,0.8,37,16.71,35,44
"971",13,0.13,47,-3.58,6,44
"972",13,0.07,59,-31.59,3,44
"973",13,0.4,43,-2.95,18,44
"974",13,0.93,53,3.81,41,44
"975",13,0.4,49,-17.87,18,44
"976",13,0.77,54,-20.04,34,44
"977",13,0.37,42,2.47,16,44
"978",13,0.73,58,18.3,32,44
"979",13,0.47,44,-13.15,21,44
"980",13,0.6,55,8.68,26,44
"981",13,0,52,9.16,0,44
"982",13,0.37,50,-1.79,16,44
"983",13,0.03,51,12.21,1,44
"984",13,0,48,8.19,0,44
"985",13,0,56,18.18,0,44
"986",13,1,41,12.21,44,44
"987",13,0.69,57,-13.32,30,44
"988",13,0.27,60,-5.06,12,44
"989",13,0.67,45,-2.17,29,44
"990",13,0.63,46,-5.16,28,44
"991",13,0,79,12.83,0,44
"992",13,0.77,64,7.87,34,44
"993",13,0.8,73,-14.59,35,44
"994",13,0,71,-12.28,0,44
"995",13,0,72,-6.03,0,44
"996",13,0.7,62,-4.69,31,44
"997",13,0.57,70,-20.12,25,44
"998",13,0,80,-5.24,0,44
"999",13,0.93,69,5.46,41,44
"1000",13,1,77,-8.02,44,44
"1001",13,0.23,66,5.03,10,44
"1002",13,0,67,-10.89,0,44
"1003",13,0,76,4.4,0,44
"1004",13,0.34,61,12.89,15,44
"1005",13,0.1,68,-15.56,4,44
"1006",13,0,63,-7.42,0,44
"1007",13,0,75,-13.54,0,44
"1008",13,0.93,65,-1.17,41,44
"1009",13,0.93,74,7.38,41,44
"1010",13,0.97,78,14.69,43,44
"1011",14,0,1,-7.12,0,44
"1012",14,0,5,5.17,0,44
"1013",14,0.9,15,17.21,40,44
"1014",14,1,3,-5.12,44,44
"1015",14,0,17,-9.32,0,44
"1016",14,1,19,-5.28,44,44
"1017",14,0.87,11,-2.49,38,44
"1018",14,0,13,-2.12,0,44
"1019",14,0.93,16,-2.21,41,44
"1020",14,0.8,7,-8.58,35,44
"1021",14,0.93,4,-4.56,41,44
"1022",14,0,6,-6.14,0,44
"1023",14,1,12,-4.21,44,44
"1024",14,0,14,3.51,0,44
"1025",14,0.03,10,4.43,1,44
"1026",14,0.9,20,1.39,40,44
"1027",14,0.97,8,-12,43,44
"1028",14,0.03,2,-18.94,1,44
"1029",14,0,18,-28.29,0,44
"1030",14,0.3,34,-9.5,13,44
"1031",14,0.93,40,4.99,41,44
"1032",14,0.8,32,-19.06,35,44
"1033",14,0.27,28,12.23,12,44
"1034",14,0.97,27,-10.82,43,44
"1035",14,0.93,23,-1.89,41,44
"1036",14,0,25,-5.29,0,44
"1037",14,0,30,6.53,0,44
"1038",14,0.93,24,5.58,41,44
"1039",14,0.17,22,13.61,7,44
"1040",14,0.9,29,-2.59,40,44
"1041",14,0.9,29,-2.59,40,44
"1042",14,0,38,-0.25,0,44
"1043",14,0.97,35,-1.57,43,44
"1044",14,0.77,31,-3.38,34,44
"1045",14,0,33,4.3,0,44
"1046",14,0.77,36,8.65,34,44
"1047",14,0.97,39,-1.18,43,44
"1048",14,0,26,3.93,0,44
"1049",14,0,37,-6.97,0,44
"1050",14,0.03,21,4.39,1,44
"1051",14,0.2,46,4.36,9,44
"1052",14,1,47,-5.96,44,44
"1053",14,0.03,50,15.81,1,44
"1054",14,0,57,-2.71,0,44
"1055",14,0.5,49,0.6,22,44
"1056",14,0,58,18,0,44
"1057",14,0.93,55,-19.66,41,44
"1058",14,0.9,44,1.3,40,44
"1059",14,0.93,43,-30.94,41,44
"1060",14,0.07,41,0.95,3,44
"1061",14,0.87,48,2.55,38,44
"1062",14,0.73,59,-5.82,32,44
"1063",14,0.07,53,-14.93,3,44
"1064",14,0.9,51,-1.53,40,44
"1065",14,0.3,54,17.75,13,44
"1066",14,0.93,56,3.19,41,44
"1067",14,0.13,42,10.91,6,44
"1068",14,0.87,52,27.74,38,44
"1069",14,0.9,60,-14.7,40,44
"1070",14,0.17,45,18,7,44
"1071",14,0.27,68,-8.95,12,44
"1072",14,0,74,-4.62,0,44
"1073",14,0.93,77,7.1,41,44
"1074",14,0.07,66,-3.58,3,44
"1075",14,0.9,72,-4.11,40,44
"1076",14,0.9,76,11.39,40,44
"1077",14,0.03,70,1.33,1,44
"1078",14,0.6,75,10.54,26,44
"1079",14,0.07,65,4.96,3,44
"1080",14,0.87,67,-4.62,38,44
"1081",14,0.07,73,-2.2,3,44
"1082",14,0.5,64,-0.27,22,44
"1083",14,0.97,79,0.59,43,44
"1084",14,0.83,78,-5.94,37,44
"1085",14,0,62,2,0,44
"1086",14,0.83,63,4.33,37,44
"1087",14,0.97,80,3.7,43,44
"1088",14,0.9,71,1.56,40,44
"1089",14,0,61,9,0,44
"1090",14,0,69,-10.8,0,44
"1091",15,0.07,11,52.43,3,44
"1092",15,0,7,-17.66,0,44
"1093",15,1,2,7.91,44,44
"1094",15,0.9,14,7.88,40,44
"1095",15,0.62,17,-10.05,27,44
"1096",15,0,20,12.81,0,44
"1097",15,0.93,5,10.27,41,44
"1098",15,0.07,3,-38.89,3,44
"1099",15,0.34,8,21.28,15,44
"1100",15,0.87,18,-7.67,38,44
"1101",15,0,16,1.35,0,44
"1102",15,0.97,1,-9.44,43,44
"1103",15,0.97,13,10.02,43,44
"1104",15,0.2,4,-18.07,9,44
"1105",15,0,15,11.92,0,44
"1106",15,1,6,-5.15,44,44
"1107",15,0.93,9,16.68,41,44
"1108",15,0,19,-1.08,0,44
"1109",15,0.13,12,-6.97,6,44
"1110",15,0.8,10,-8.31,35,44
"1111",15,0.9,29,4.82,40,44
"1112",15,0.9,29,4.82,40,44
"1113",15,0.53,33,-13.84,23,44
"1114",15,0.93,38,6.05,41,44
"1115",15,0.77,21,28.15,34,44
"1116",15,0.07,36,4.98,3,44
"1117",15,0,40,11.85,0,44
"1118",15,0,39,-2.73,0,44
"1119",15,0.4,24,-1.59,18,44
"1120",15,0.67,28,19.34,29,44
"1121",15,0.8,37,7.17,35,44
"1122",15,0.97,34,7.07,43,44
"1123",15,0,31,2.84,0,44
"1124",15,0.53,22,-1.83,23,44
"1125",15,0,35,8,0,44
"1126",15,0.97,25,1.88,43,44
"1127",15,0.87,26,7.8,38,44
"1128",15,0,27,12.94,0,44
"1129",15,0.03,23,1.84,1,44
"1130",15,0.03,32,-16.64,1,44
"1131",15,0,48,1.92,0,44
"1132",15,0.73,58,-14.29,32,44
"1133",15,0.47,44,1.66,21,44
"1134",15,0.6,55,4.74,26,44
"1135",15,0.93,53,-19.71,41,44
"1136",15,0.63,46,14.29,28,44
"1137",15,1,41,9.67,44,44
"1138",15,0.03,51,-30.29,1,44
"1139",15,0.37,50,0.87,16,44
"1140",15,0.69,57,6.19,30,44
"1141",15,0,52,10.5,0,44
"1142",15,0.13,47,-6.29,6,44
"1143",15,0.07,59,4.96,3,44
"1144",15,0.27,60,18.35,12,44
"1145",15,0.4,49,-6.16,18,44
"1146",15,0.67,45,18.21,29,44
"1147",15,0,56,42.53,0,44
"1148",15,0,72,-1.02,0,44
"1149",15,0,63,-2.89,0,44
"1150",15,0.57,70,47.96,25,44
"1151",15,0.93,74,17.7,41,44
"1152",15,0,71,5.88,0,44
"1153",15,0.23,66,18.85,10,44
"1154",15,0.34,61,8.58,15,44
"1155",15,0,80,-22,0,44
"1156",15,0.77,64,4,34,44
"1157",15,0,76,-26.31,0,44
"1158",15,0.93,69,-11.42,41,44
"1159",15,1,77,2.97,44,44
"1160",15,0.8,73,7.74,35,44
"1161",15,0,67,1.2,0,44
"1162",15,0.97,78,-5.39,43,44
"1163",15,0.7,62,-1.52,31,44
"1164",15,0,79,4.58,0,44
"1165",15,0.1,68,-31.62,4,44
"1166",15,0.93,65,21.54,41,44
"1167",15,0,75,-3.22,0,44
"1168",16,0.07,3,-15.01,3,44
"1169",16,0.8,10,2.86,35,44
"1170",16,0.62,17,21.71,27,44
"1171",16,0.93,5,-26.17,41,44
"1172",16,0.9,14,15.87,40,44
"1173",16,0.97,1,-1.1,43,44
"1174",16,0.13,12,-16.64,6,44
"1175",16,1,6,9.32,44,44
"1176",16,0.87,18,-5.28,38,44
"1177",16,0,20,33.49,0,44
"1178",16,0,7,-2.56,0,44
"1179",16,0.93,9,8.77,41,44
"1180",16,0,16,-7.76,0,44
"1181",16,0.07,11,8.01,3,44
"1182",16,0,19,6.03,0,44
