"","subj","trial","condition","RT"
"788",5,11,"Incongruent",664
"789",5,12,"Incongruent",545
"790",5,13,"Incongruent",495
"791",5,14,"Congruent",552
"792",5,15,"Congruent",559
"793",5,16,"Incongruent",571
"794",5,17,"Incongruent",531
"795",5,18,"Congruent",746
"796",5,19,"Incongruent",729
"797",5,20,"Incongruent",600
"798",5,21,"Incongruent",461
"799",5,22,"Congruent",586
"800",5,23,"Congruent",536
"801",5,24,"Incongruent",706
"802",5,25,"Incongruent",457
"803",5,26,"Incongruent",672
"804",5,27,"Incongruent",489
"805",5,28,"Incongruent",626
"806",5,29,"Congruent",440
"807",5,30,"Congruent",585
"808",5,31,"Incongruent",760
"809",5,32,"Congruent",659
"810",5,33,"Incongruent",536
"811",5,34,"Congruent",394
"812",5,35,"Incongruent",543
"813",5,36,"Incongruent",625
"814",5,37,"Incongruent",684
"815",5,38,"Incongruent",546
"816",5,39,"Incongruent",585
"817",5,40,"Incongruent",594
"818",5,41,"Congruent",481
"819",5,42,"Incongruent",646
"820",5,43,"Incongruent",626
"821",5,44,"Incongruent",602
"822",5,45,"Incongruent",658
"823",5,46,"Congruent",608
"824",5,47,"Congruent",666
"825",5,48,"Incongruent",682
"826",5,49,"Incongruent",649
"827",5,50,"Incongruent",641
"828",5,51,"Congruent",631
"829",5,52,"Congruent",528
"830",5,53,"Incongruent",605
"831",5,54,"Incongruent",559
"832",5,55,"Incongruent",499
"833",5,56,"Congruent",535
"834",5,57,"Congruent",578
"835",5,58,"Incongruent",602
"836",5,59,"Incongruent",720
"837",5,60,"Incongruent",720
"838",5,61,"Congruent",597
"839",5,62,"Incongruent",456
"840",6,0,"Incongruent",1919
"841",6,1,"Incongruent",1750
"842",6,2,"Incongruent",607
"843",6,3,"Congruent",363
"844",6,4,"Congruent",473
"845",6,5,"Incongruent",633
"846",6,6,"Incongruent",517
"847",6,7,"Congruent",529
"848",6,8,"Incongruent",562
"849",6,9,"Incongruent",559
"850",6,10,"Incongruent",658
"851",6,11,"Incongruent",815
"852",6,12,"Congruent",560
"853",6,13,"Incongruent",555
"854",6,14,"Congruent",509
"855",6,15,"Incongruent",541
"856",6,16,"Incongruent",587
"857",6,17,"Incongruent",501
"858",6,18,"Congruent",558
"859",6,19,"Incongruent",561
"860",6,20,"Incongruent",568
"861",6,21,"Congruent",386
"862",6,22,"Incongruent",556
"863",6,23,"Incongruent",480
"864",6,24,"Incongruent",414
"865",6,25,"Incongruent",424
"866",6,26,"Congruent",566
"867",6,27,"Congruent",602
"868",6,28,"Congruent",556
"869",6,29,"Incongruent",1104
"870",6,30,"Incongruent",632
"871",6,31,"Congruent",581
"872",6,32,"Incongruent",552
"873",6,33,"Congruent",633
"874",6,34,"Incongruent",584
"875",6,35,"Incongruent",722
"876",6,36,"Congruent",508
"877",6,37,"Incongruent",655
"878",6,38,"Incongruent",531
"879",6,39,"Congruent",417
"880",6,40,"Incongruent",533
"881",6,41,"Congruent",568
"882",6,42,"Incongruent",431
"883",6,43,"Congruent",490
"884",6,44,"Incongruent",525
"885",6,45,"Incongruent",666
"886",6,46,"Incongruent",772
"887",6,47,"Incongruent",556
"888",6,48,"Incongruent",679
"889",6,49,"Incongruent",355
"890",6,50,"Incongruent",338
"891",6,51,"Incongruent",383
"892",6,52,"Congruent",517
"893",6,53,"Incongruent",607
"894",6,54,"Congruent",555
"895",6,55,"Incongruent",692
"896",6,56,"Incongruent",401
"897",6,57,"Congruent",508
"898",6,58,"Incongruent",467
"899",6,59,"Congruent",436
"900",6,60,"Incongruent",709
"901",6,61,"Congruent",417
"902",6,62,"Incongruent",498
"903",7,0,"Incongruent",2241
"904",7,1,"Congruent",713
"905",7,2,"Incongruent",731
"906",7,3,"Incongruent",542
"907",7,4,"Congruent",693
"908",7,5,"Congruent",499
"909",7,6,"Incongruent",817
"910",7,7,"Incongruent",742
"911",7,8,"Congruent",564
"912",7,9,"Incongruent",1594
"913",7,10,"Congruent",567
"914",7,11,"Incongruent",601
"915",7,12,"Incongruent",733
"916",7,13,"Incongruent",789
"917",7,14,"Incongruent",820
"918",7,15,"Incongruent",741
"919",7,16,"Incongruent",622
"920",7,17,"Incongruent",644
"921",7,18,"Congruent",524
"922",7,19,"Congruent",641
"923",7,20,"Incongruent",451
"924",7,21,"Incongruent",596
"925",7,22,"Incongruent",8936
"926",7,23,"Incongruent",560
"927",7,24,"Incongruent",479
"928",7,25,"Congruent",498
"929",7,26,"Incongruent",467
"930",7,27,"Incongruent",532
"931",7,28,"Congruent",630
"932",7,29,"Congruent",507
"933",7,30,"Congruent",414
"934",7,31,"Incongruent",893
"935",7,32,"Incongruent",463
"936",7,33,"Congruent",598
"937",7,34,"Congruent",395
"938",7,35,"Incongruent",460
"939",7,36,"Incongruent",590
"940",7,37,"Incongruent",593
"941",7,38,"Incongruent",549
"942",7,39,"Incongruent",503
"943",7,40,"Congruent",483
"944",7,41,"Incongruent",563
"945",7,42,"Congruent",433
"946",7,43,"Congruent",492
"947",7,44,"Incongruent",546
"948",7,45,"Incongruent",519
"949",7,46,"Incongruent",662
"950",7,47,"Congruent",710
"951",7,48,"Incongruent",488
"952",7,49,"Incongruent",408
"953",7,50,"Incongruent",384
"954",7,52,"Congruent",902
"955",7,53,"Congruent",627
"956",7,54,"Incongruent",596
"957",7,55,"Incongruent",538
"958",7,56,"Incongruent",637
"959",7,57,"Congruent",1041
"960",7,58,"Incongruent",1407
"961",7,59,"Incongruent",817
"962",7,60,"Incongruent",1106
"963",7,61,"Congruent",570
"964",7,62,"Incongruent",430
"965",8,0,"Congruent",1225
"966",8,1,"Congruent",633
"967",8,2,"Incongruent",1507
"968",8,3,"Incongruent",896
"969",8,4,"Incongruent",586
"970",8,5,"Incongruent",590
"971",8,6,"Incongruent",690
"972",8,7,"Incongruent",624
"973",8,8,"Congruent",580
"974",8,9,"Incongruent",568
"975",8,10,"Congruent",418
"976",8,11,"Incongruent",813
"977",8,12,"Incongruent",647
"978",8,13,"Incongruent",618
"979",8,14,"Congruent",692
"980",8,15,"Incongruent",364
"981",8,16,"Incongruent",418
"982",8,17,"Incongruent",639
"983",8,18,"Incongruent",446
"984",8,19,"Congruent",472
"985",8,20,"Incongruent",687
"986",8,21,"Incongruent",639
"987",8,22,"Congruent",640
"988",8,23,"Incongruent",633
"989",8,24,"Congruent",579
"990",8,25,"Congruent",623
"991",8,26,"Congruent",673
"992",8,27,"Incongruent",615
"993",8,28,"Incongruent",434
"994",8,29,"Incongruent",597
"995",8,30,"Congruent",431
"996",8,31,"Incongruent",472
"997",8,32,"Incongruent",775
"998",8,33,"Congruent",513
"999",8,34,"Incongruent",618
"1000",8,35,"Incongruent",814
"1001",8,36,"Congruent",536
"1002",8,37,"Incongruent",501
"1003",8,38,"Incongruent",440
"1004",8,39,"Incongruent",558
"1005",8,41,"Incongruent",491
"1006",8,42,"Congruent",494
"1007",8,43,"Congruent",526
"1008",8,44,"Incongruent",487
"1009",8,45,"Incongruent",511
"1010",8,46,"Incongruent",387
"1011",8,47,"Incongruent",608
"1012",8,48,"Incongruent",405
"1013",8,49,"Congruent",492
"1014",8,50,"Incongruent",397
"1015",8,51,"Incongruent",655
"1016",8,52,"Incongruent",504
"1017",8,53,"Congruent",401
"1018",8,54,"Congruent",415
"1019",8,55,"Incongruent",636
"1020",8,56,"Congruent",585
"1021",8,57,"Congruent",428
"1022",8,58,"Incongruent",350
"1023",8,59,"Congruent",578
"1024",8,60,"Incongruent",519
"1025",8,61,"Incongruent",567
"1026",9,1,"Incongruent",1440
"1027",9,3,"Congruent",858
"1028",9,4,"Congruent",716
"1029",9,5,"Congruent",733
"1030",9,7,"Incongruent",1263
"1031",9,8,"Incongruent",1835
"1032",9,9,"Incongruent",1158
"1033",9,10,"Congruent",1169
"1034",9,11,"Incongruent",939
"1035",9,12,"Congruent",616
"1036",9,13,"Incongruent",1418
"1037",9,14,"Incongruent",812
"1038",9,15,"Incongruent",1159
"1039",9,16,"Incongruent",728
"1040",9,17,"Incongruent",677
"1041",9,18,"Congruent",662
"1042",9,19,"Incongruent",682
"1043",9,20,"Congruent",688
"1044",9,21,"Incongruent",738
"1045",9,22,"Congruent",482
"1046",9,23,"Incongruent",623
"1047",9,24,"Incongruent",512
"1048",9,25,"Incongruent",429
"1049",9,26,"Incongruent",627
"1050",9,27,"Congruent",428
"1051",9,28,"Congruent",368
"1052",9,29,"Congruent",690
"1053",9,30,"Incongruent",423
"1054",9,31,"Incongruent",615
"1055",9,32,"Incongruent",582
"1056",9,33,"Incongruent",705
"1057",9,34,"Incongruent",567
"1058",9,35,"Incongruent",588
"1059",9,36,"Incongruent",629
"1060",9,37,"Congruent",419
"1061",9,38,"Incongruent",680
"1062",9,39,"Congruent",488
"1063",9,40,"Congruent",673
"1064",9,41,"Congruent",431
"1065",9,42,"Incongruent",400
"1066",9,43,"Incongruent",507
"1067",9,44,"Incongruent",566
"1068",9,45,"Incongruent",671
"1069",9,46,"Incongruent",398
"1070",9,47,"Congruent",523
"1071",9,48,"Incongruent",605
"1072",9,49,"Incongruent",552
"1073",9,50,"Congruent",389
"1074",9,51,"Incongruent",539
"1075",9,52,"Incongruent",478
"1076",9,53,"Congruent",519
"1077",9,54,"Incongruent",480
"1078",9,55,"Congruent",496
"1079",9,56,"Incongruent",657
"1080",9,57,"Incongruent",422
"1081",9,58,"Incongruent",594
"1082",9,59,"Incongruent",473
"1083",9,60,"Incongruent",394
"1084",9,61,"Congruent",403
"1085",9,62,"Congruent",542
"1086",10,0,"Incongruent",1320
"1087",10,1,"Incongruent",429
"1088",10,2,"Congruent",680
"1089",10,3,"Congruent",591
"1090",10,4,"Incongruent",551
"1091",10,6,"Incongruent",543
"1092",10,7,"Incongruent",483
"1093",10,8,"Incongruent",488
"1094",10,10,"Incongruent",655
"1095",10,11,"Congruent",400
"1096",10,12,"Incongruent",519
"1097",10,13,"Incongruent",440
"1098",10,14,"Congruent",382
"1099",10,15,"Incongruent",463
"1100",10,16,"Congruent",360
"1101",10,17,"Incongruent",597
"1102",10,18,"Congruent",516
"1103",10,19,"Incongruent",409
"1104",10,20,"Incongruent",447
"1105",10,21,"Incongruent",490
"1106",10,22,"Congruent",434
"1107",10,23,"Incongruent",485
"1108",10,24,"Incongruent",449
"1109",10,25,"Incongruent",418
"1110",10,26,"Incongruent",423
"1111",10,27,"Congruent",713
"1112",10,28,"Incongruent",466
"1113",10,31,"Congruent",528
"1114",10,32,"Incongruent",390
"1115",10,33,"Incongruent",448
"1116",10,34,"Congruent",634
"1117",10,35,"Congruent",625
"1118",10,36,"Incongruent",562
"1119",10,37,"Congruent",745
"1120",10,38,"Incongruent",601
"1121",10,39,"Congruent",418
"1122",10,40,"Congruent",505
"1123",10,41,"Incongruent",558
"1124",10,42,"Incongruent",472
"1125",10,43,"Incongruent",456
"1126",10,44,"Incongruent",513
"1127",10,45,"Incongruent",519
"1128",10,46,"Incongruent",480
"1129",10,47,"Congruent",616
"1130",10,48,"Congruent",462
"1131",10,50,"Congruent",608
"1132",10,51,"Congruent",476
"1133",10,52,"Incongruent",416
"1134",10,53,"Incongruent",384
"1135",10,54,"Incongruent",517
"1136",10,55,"Incongruent",591
"1137",10,56,"Incongruent",544
"1138",10,57,"Incongruent",528
"1139",10,58,"Incongruent",418
"1140",10,59,"Congruent",610
"1141",10,60,"Congruent",584
"1142",10,61,"Incongruent",552
"1143",12,0,"Incongruent",960
"1144",12,1,"Congruent",404
"1145",12,2,"Incongruent",621
"1146",12,3,"Incongruent",434
"1147",12,4,"Incongruent",507
"1148",12,5,"Incongruent",382
"1149",12,6,"Congruent",412
"1150",12,7,"Congruent",436
"1151",12,8,"Incongruent",412
"1152",12,9,"Incongruent",385
"1153",12,10,"Congruent",392
"1154",12,11,"Congruent",529
"1155",12,12,"Incongruent",906
"1156",12,13,"Congruent",621
"1157",12,14,"Incongruent",455
"1158",12,15,"Incongruent",546
"1159",12,16,"Incongruent",365
"1160",12,17,"Incongruent",705
"1161",12,18,"Congruent",475
"1162",12,19,"Congruent",594
"1163",12,20,"Incongruent",782
"1164",12,21,"Incongruent",521
"1165",12,22,"Incongruent",570
"1166",12,23,"Incongruent",466
"1167",12,24,"Incongruent",731
"1168",12,25,"Incongruent",667
"1169",12,26,"Congruent",438
"1170",12,27,"Incongruent",406
"1171",12,28,"Incongruent",884
"1172",12,29,"Congruent",713
"1173",12,30,"Incongruent",855
"1174",12,31,"Incongruent",625
"1175",12,32,"Congruent",983
"1176",12,33,"Incongruent",444
"1177",12,34,"Incongruent",700
"1178",12,35,"Congruent",578
"1179",12,36,"Incongruent",872
"1180",12,37,"Congruent",593
"1181",12,38,"Incongruent",664
"1182",12,39,"Incongruent",759
"1183",12,40,"Incongruent",518
"1184",12,41,"Congruent",531
"1185",12,42,"Incongruent",557
"1186",12,43,"Incongruent",597
"1187",12,44,"Incongruent",683
"1188",12,45,"Incongruent",615
"1189",12,46,"Congruent",470
"1190",12,47,"Incongruent",531
"1191",12,48,"Congruent",624
"1192",12,49,"Incongruent",525
"1193",12,50,"Congruent",662
"1194",12,51,"Congruent",538
"1195",12,52,"Incongruent",406
"1196",12,54,"Incongruent",653
"1197",12,55,"Incongruent",754
"1198",12,56,"Incongruent",560
"1199",12,57,"Congruent",588
"1200",12,58,"Incongruent",710
"1201",12,59,"Congruent",1895
"1202",12,60,"Incongruent",763
"1203",12,61,"Incongruent",459
"1204",12,62,"Incongruent",455
"1205",13,0,"Incongruent",1161
"1206",13,1,"Incongruent",525
"1207",13,2,"Incongruent",1000
"1208",13,3,"Congruent",522
"1209",13,4,"Incongruent",597
"1210",13,6,"Incongruent",607
"1211",13,7,"Incongruent",426
"1212",13,8,"Incongruent",490
"1213",13,9,"Congruent",395
"1214",13,10,"Incongruent",445
"1215",13,11,"Congruent",515
"1216",13,12,"Congruent",537
"1217",13,13,"Incongruent",456
"1218",13,14,"Congruent",509
"1219",13,15,"Incongruent",481
"1220",13,16,"Incongruent",560
"1221",13,17,"Incongruent",605
"1222",13,18,"Congruent",497
"1223",13,19,"Incongruent",443
"1224",13,20,"Incongruent",475
"1225",13,21,"Incongruent",503
"1226",13,22,"Incongruent",549
"1227",13,23,"Congruent",389
"1228",13,24,"Incongruent",426
"1229",13,25,"Congruent",497
"1230",13,26,"Incongruent",541
"1231",13,28,"Congruent",527
"1232",13,29,"Incongruent",358
"1233",13,30,"Congruent",349
"1234",13,31,"Incongruent",635
"1235",13,32,"Incongruent",781
"1236",13,33,"Incongruent",615
"1237",13,34,"Congruent",564
"1238",13,35,"Incongruent",447
"1239",13,36,"Incongruent",429
"1240",13,37,"Incongruent",518
"1241",13,38,"Incongruent",400
"1242",13,39,"Congruent",366
"1243",13,40,"Congruent",539
"1244",13,41,"Incongruent",523
"1245",13,42,"Congruent",521
"1246",13,43,"Incongruent",486
"1247",13,44,"Congruent",378
"1248",13,45,"Incongruent",485
"1249",13,46,"Incongruent",513
"1250",13,47,"Congruent",506
"1251",13,48,"Incongruent",420
"1252",13,49,"Incongruent",362
"1253",13,50,"Incongruent",576
"1254",13,51,"Congruent",476
"1255",13,52,"Incongruent",515
"1256",13,53,"Incongruent",477
"1257",13,54,"Incongruent",590
"1258",13,55,"Incongruent",397
"1259",13,56,"Congruent",533
"1260",13,57,"Incongruent",405
"1261",13,58,"Incongruent",664
"1262",13,59,"Congruent",564
"1263",13,60,"Incongruent",584
"1264",13,61,"Congruent",521
"1265",13,62,"Incongruent",533
"1266",14,0,"Incongruent",1739
"1267",14,1,"Incongruent",656
"1268",14,2,"Incongruent",400
"1269",14,3,"Congruent",361
"1270",14,4,"Congruent",465
"1271",14,5,"Incongruent",505
"1272",14,6,"Incongruent",443
"1273",14,7,"Incongruent",921
"1274",14,8,"Congruent",613
"1275",14,9,"Incongruent",525
"1276",14,10,"Congruent",431
"1277",14,11,"Incongruent",588
"1278",14,12,"Congruent",542
"1279",14,13,"Incongruent",712
"1280",14,14,"Incongruent",481
"1281",14,15,"Incongruent",416
"1282",14,16,"Incongruent",579
"1283",14,17,"Incongruent",403
"1284",14,18,"Congruent",420
"1285",14,19,"Incongruent",380
"1286",14,20,"Congruent",479
"1287",14,21,"Congruent",472
"1288",14,22,"Incongruent",457
"1289",14,23,"Incongruent",595
"1290",14,24,"Incongruent",431
"1291",14,25,"Congruent",502
"1292",14,26,"Incongruent",457
"1293",14,27,"Congruent",295
"1294",14,28,"Incongruent",531
"1295",14,29,"Incongruent",505
"1296",14,30,"Congruent",515
"1297",14,31,"Incongruent",397
"1298",14,33,"Incongruent",874
"1299",14,34,"Congruent",455
"1300",14,35,"Incongruent",607
"1301",14,36,"Congruent",427
"1302",14,37,"Incongruent",553
"1303",14,38,"Incongruent",652
"1304",14,39,"Incongruent",401
"1305",14,40,"Incongruent",468
"1306",14,41,"Congruent",360
"1307",14,42,"Congruent",439
"1308",14,43,"Congruent",504
"1309",14,44,"Incongruent",371
"1310",14,45,"Incongruent",355
"1311",14,46,"Incongruent",600
"1312",14,47,"Incongruent",477
"1313",14,48,"Incongruent",493
"1314",14,49,"Incongruent",486
"1315",14,50,"Incongruent",751
"1316",14,51,"Incongruent",549
"1317",14,52,"Incongruent",569
"1318",14,53,"Congruent",485
"1319",14,54,"Congruent",502
"1320",14,55,"Congruent",381
"1321",14,56,"Congruent",757
"1322",14,57,"Incongruent",456
"1323",14,58,"Incongruent",541
"1324",14,59,"Incongruent",416
"1325",14,60,"Congruent",395
"1326",14,61,"Incongruent",450
"1327",16,0,"Incongruent",1324
"1328",16,1,"Incongruent",604
"1329",16,2,"Congruent",571
"1330",16,3,"Incongruent",973
"1331",16,4,"Incongruent",702
"1332",16,5,"Congruent",572
"1333",16,6,"Congruent",559
"1334",16,7,"Incongruent",919
"1335",16,8,"Incongruent",622
"1336",16,9,"Incongruent",595
"1337",16,10,"Congruent",622
"1338",16,11,"Incongruent",949
"1339",16,12,"Incongruent",641
"1340",16,13,"Incongruent",542
"1341",16,14,"Congruent",463
"1342",16,15,"Incongruent",648
"1343",16,16,"Incongruent",670
"1344",16,17,"Congruent",578
"1345",16,18,"Incongruent",800
"1346",16,19,"Congruent",512
"1347",16,20,"Incongruent",585
"1348",16,21,"Congruent",407
"1349",16,22,"Incongruent",589
"1350",16,23,"Congruent",511
"1351",16,24,"Incongruent",640
"1352",16,25,"Incongruent",702
"1353",16,26,"Incongruent",514
"1354",16,27,"Incongruent",628
"1355",16,28,"Incongruent",408
"1356",16,29,"Congruent",521
"1357",16,30,"Congruent",1018
"1358",16,31,"Incongruent",762
"1359",16,32,"Incongruent",402
"1360",16,33,"Incongruent",568
"1361",16,34,"Incongruent",899
"1362",16,35,"Congruent",608
"1363",16,36,"Incongruent",715
"1364",16,37,"Incongruent",469
"1365",16,38,"Incongruent",631
"1366",16,39,"Incongruent",675
"1367",16,40,"Congruent",587
"1368",16,41,"Incongruent",829
"1369",16,42,"Incongruent",441
"1370",16,43,"Incongruent",389
"1371",16,44,"Incongruent",534
"1372",16,45,"Congruent",582
"1373",16,46,"Incongruent",377
"1374",16,47,"Congruent",466
"1375",16,48,"Congruent",538
"1376",16,49,"Incongruent",636
"1377",16,50,"Incongruent",439
"1378",16,51,"Congruent",672
"1379",16,52,"Congruent",559
"1380",16,53,"Incongruent",593
"1381",16,54,"Incongruent",533
"1382",16,55,"Congruent",549
"1383",16,56,"Incongruent",593
"1384",16,57,"Congruent",627
"1385",16,58,"Incongruent",514
"1386",16,59,"Incongruent",570
"1387",16,60,"Congruent",606
"1388",16,61,"Incongruent",506
"1389",16,62,"Incongruent",635
"1390",17,0,"Incongruent",1688
"1391",17,1,"Incongruent",475
"1392",17,2,"Congruent",557
"1393",17,3,"Incongruent",382
"1394",17,4,"Incongruent",533
"1395",17,5,"Incongruent",566
"1396",17,6,"Congruent",421
"1397",17,7,"Incongruent",410
"1398",17,8,"Incongruent",343
"1399",17,9,"Incongruent",393
"1400",17,10,"Congruent",484
"1401",17,11,"Incongruent",399
"1402",17,12,"Incongruent",644
"1403",17,13,"Congruent",505
"1404",17,14,"Incongruent",682
"1405",17,15,"Congruent",441
"1406",17,16,"Incongruent",393
"1407",17,17,"Incongruent",277
"1408",17,18,"Congruent",515
"1409",17,21,"Congruent",754
"1410",17,22,"Congruent",642
"1411",17,23,"Congruent",520
"1412",17,24,"Incongruent",576
"1413",17,25,"Incongruent",530
"1414",17,26,"Incongruent",926
"1415",17,27,"Congruent",585
"1416",17,28,"Incongruent",585
"1417",17,29,"Incongruent",424
"1418",17,30,"Incongruent",536
"1419",17,31,"Incongruent",626
"1420",17,32,"Incongruent",487
"1421",17,33,"Incongruent",561
"1422",17,34,"Congruent",537
"1423",17,35,"Incongruent",542
"1424",17,36,"Incongruent",512
"1425",17,37,"Congruent",482
"1426",17,38,"Incongruent",561
"1427",17,39,"Incongruent",478
"1428",17,40,"Congruent",494
"1429",17,41,"Congruent",495
"1430",17,42,"Congruent",423
"1431",17,43,"Incongruent",603
"1432",17,44,"Congruent",474
"1433",17,45,"Incongruent",588
"1434",17,46,"Incongruent",805
"1435",17,47,"Incongruent",614
"1436",17,48,"Incongruent",492
"1437",17,49,"Incongruent",613
"1438",17,50,"Incongruent",393
"1439",17,51,"Incongruent",527
"1440",17,52,"Congruent",343
"1441",17,53,"Congruent",501
"1442",17,54,"Congruent",459
"1443",17,55,"Incongruent",659
"1444",17,56,"Congruent",521
"1445",17,57,"Incongruent",610
"1446",17,59,"Incongruent",899
"1447",17,60,"Congruent",624
"1448",17,61,"Incongruent",707
"1449",17,62,"Incongruent",595
"1450",20,0,"Incongruent",2282
"1451",20,1,"Congruent",539
"1452",20,2,"Congruent",480
"1453",20,3,"Incongruent",905
"1454",20,4,"Incongruent",1087
"1455",20,5,"Congruent",680
"1456",20,6,"Congruent",394
"1457",20,7,"Incongruent",506
"1458",20,8,"Incongruent",665
"1459",20,9,"Incongruent",396
"1460",20,10,"Incongruent",386
"1461",20,11,"Incongruent",428
"1462",20,12,"Congruent",370
"1463",20,13,"Incongruent",560
"1464",20,14,"Incongruent",416
"1465",20,15,"Incongruent",513
"1466",20,16,"Incongruent",525
"1467",20,17,"Congruent",500
"1468",20,18,"Incongruent",415
"1469",20,19,"Incongruent",582
"1470",20,20,"Congruent",443
"1471",20,21,"Congruent",482
"1472",20,22,"Incongruent",585
"1473",20,23,"Incongruent",407
"1474",20,24,"Incongruent",588
"1475",20,25,"Congruent",480
"1476",20,26,"Incongruent",357
"1477",20,27,"Incongruent",685
"1478",20,28,"Congruent",372
"1479",20,29,"Incongruent",329
"1480",20,30,"Congruent",287
"1481",20,31,"Incongruent",300
"1482",20,32,"Incongruent",640
"1483",20,33,"Congruent",500
"1484",20,34,"Congruent",470
"1485",20,35,"Incongruent",494
"1486",20,36,"Incongruent",382
"1487",20,37,"Congruent",340
"1488",20,38,"Incongruent",434
"1489",20,39,"Congruent",412
"1490",20,40,"Incongruent",352
"1491",20,41,"Incongruent",337
"1492",20,43,"Incongruent",550
"1493",20,44,"Congruent",526
"1494",20,45,"Incongruent",500
"1495",20,47,"Congruent",608
"1496",20,48,"Incongruent",508
"1497",20,49,"Incongruent",630
"1498",20,50,"Congruent",392
"1499",20,51,"Incongruent",448
"1500",20,52,"Incongruent",481
"1501",20,53,"Incongruent",441
"1502",20,54,"Congruent",403
"1503",20,55,"Incongruent",384
"1504",20,56,"Incongruent",302
"1505",20,57,"Congruent",418
"1506",20,58,"Incongruent",561
"1507",20,59,"Incongruent",613
"1508",20,60,"Incongruent",494
"1509",20,61,"Congruent",526
"1510",20,62,"Incongruent",426
"1511",21,0,"Congruent",1424
"1512",21,1,"Incongruent",792
"1513",21,2,"Incongruent",404
"1514",21,3,"Congruent",604
"1515",21,4,"Incongruent",607
"1516",21,5,"Congruent",592
"1517",21,6,"Incongruent",576
"1518",21,7,"Incongruent",601
"1519",21,8,"Incongruent",749
"1520",21,9,"Incongruent",614
"1521",21,10,"Incongruent",724
"1522",21,11,"Incongruent",730
"1523",21,12,"Congruent",429
"1524",21,13,"Congruent",1009
"1525",21,14,"Congruent",424
"1526",21,15,"Incongruent",527
"1527",21,16,"Incongruent",899
"1528",21,17,"Incongruent",447
"1529",21,18,"Congruent",748
"1530",21,19,"Incongruent",598
"1531",21,20,"Incongruent",433
"1532",21,21,"Incongruent",651
"1533",21,22,"Congruent",517
"1534",21,23,"Incongruent",622
"1535",21,24,"Congruent",386
"1536",21,25,"Incongruent",584
"1537",21,26,"Incongruent",710
"1538",21,27,"Incongruent",690
"1539",21,28,"Congruent",570
"1540",21,29,"Incongruent",647
"1541",21,30,"Incongruent",569
"1542",21,31,"Incongruent",694
"1543",21,32,"Incongruent",497
"1544",21,33,"Incongruent",501
"1545",21,34,"Incongruent",478
"1546",21,35,"Congruent",519
"1547",21,36,"Congruent",399
"1548",21,37,"Congruent",495
"1549",21,38,"Incongruent",360
"1550",21,39,"Incongruent",549
"1551",21,40,"Congruent",760
"1552",21,41,"Incongruent",541
"1553",21,42,"Incongruent",475
"1554",21,43,"Incongruent",537
"1555",21,44,"Congruent",468
